Artist,Artist ID,Monthly Listeners,Date,Daily Listeners
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25311468,2024-12-05,"+14,752"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25276832,2024-12-06,"+53,394"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25292734,2024-12-07,"-46,202"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25274270,2024-12-08,"-90,497"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25272171,2024-12-09,"+95,829"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25274003,2024-12-10,"-16,737"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25257950,2024-12-11,"+162,424"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25246643,2024-12-12,"+37,332"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25233119,2024-12-13,"+27,882"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25241987,2024-12-14,"-22,591"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25249603,2024-12-15,"+13,558"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25269415,2024-12-16,"-7,421"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25265841,2024-12-17,"+95,802"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25264554,2024-12-18,"+128,972"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25304383,2024-12-19,"+5,753"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25242050,2024-12-20,"+88,880"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25223576,2024-12-21,"-5,265"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25206622,2024-12-22,"-99,927"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25195831,2024-12-23,"-26,144"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25204176,2024-12-24,"-214,985"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25190808,2024-12-25,"+34,597"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25168124,2024-12-26,"-110,880"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25183218,2024-12-27,"+19,874"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25193452,2024-12-28,"+108,183"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25175102,2024-12-29,"+44,602"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25153980,2024-12-30,"+138,681"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25171025,2024-12-31,"+12,899"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25183013,2025-01-01,"+32,635"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25154188,2025-01-02,"-132,064"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25174748,2025-01-03,"+2,230"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25150084,2025-01-04,"-11,007"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25158183,2025-01-05,"-72,591"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25166822,2025-01-06,"-44,890"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25184544,2025-01-07,-895
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25156011,2025-01-08,"-129,183"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25148702,2025-01-09,"+16,918"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25177375,2025-01-10,"-22,444"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25187299,2025-01-11,"-56,066"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25176316,2025-01-12,"+1,108"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25187595,2025-01-13,"+44,790"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25185725,2025-01-14,"-55,867"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25228479,2025-01-15,"-42,321"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25213617,2025-01-16,"-71,870"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25174262,2025-01-17,"-16,265"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25149552,2025-01-18,"+77,713"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25193910,2025-01-19,"-42,488"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25198819,2025-01-20,"-45,177"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25174835,2025-01-21,"+68,086"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25183514,2025-01-22,"-54,497"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25161968,2025-01-23,"-41,052"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25200482,2025-01-24,"-2,104"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25177726,2025-01-25,"+108,099"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25170771,2025-01-26,"-100,058"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25175977,2025-01-27,"+60,710"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25237989,2025-01-28,"-13,331"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25245712,2025-01-29,"+37,308"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25256732,2025-01-30,"+117,398"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25276498,2025-01-31,"-109,706"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25283313,2025-02-01,"-101,605"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25293724,2025-02-02,"+33,887"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25310300,2025-02-03,"-6,808"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25282558,2025-02-04,-681
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25311778,2025-02-05,"-9,999"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25330706,2025-02-06,"-80,552"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25319458,2025-02-07,"-118,817"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25333946,2025-02-08,"+55,836"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25290558,2025-02-09,"-81,192"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25317799,2025-02-10,"-114,498"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25289734,2025-02-11,"+60,453"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25313505,2025-02-12,"-6,229"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25329381,2025-02-13,"-82,602"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25317956,2025-02-14,"-70,570"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25326336,2025-02-15,"-45,758"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25331194,2025-02-16,"-147,899"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25334312,2025-02-17,"+53,857"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25278597,2025-02-18,"+48,558"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25291817,2025-02-19,"-43,443"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25328876,2025-02-20,"-121,731"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25369442,2025-02-21,"+116,983"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25333306,2025-02-22,"-57,911"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25282476,2025-02-23,"-33,441"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25303038,2025-02-24,"-133,457"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25337438,2025-02-25,"-56,003"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25329162,2025-02-26,"+24,999"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25362920,2025-02-27,"-62,973"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25349709,2025-02-28,"+15,319"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25339405,2025-03-01,"+55,481"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25358503,2025-03-02,"+46,067"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25353161,2025-03-03,"-36,178"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25379874,2025-03-04,"-112,965"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25357507,2025-03-05,"+25,394"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25362868,2025-03-06,"-56,038"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25386256,2025-03-07,"+75,386"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25435774,2025-03-08,"-168,057"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25438241,2025-03-09,"+204,454"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25438200,2025-03-10,"+2,591"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25441095,2025-03-11,"+12,243"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25495532,2025-03-12,"-93,742"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25529711,2025-03-13,"-42,362"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25534710,2025-03-14,"+59,934"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25526683,2025-03-15,"+90,753"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25479927,2025-03-16,"-56,907"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25533347,2025-03-17,"+106,061"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25516814,2025-03-18,"+45,343"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25498829,2025-03-19,"+97,024"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25508377,2025-03-20,"-158,407"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25484988,2025-03-21,"-89,829"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25459927,2025-03-22,"-175,038"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25485234,2025-03-23,"+1,093"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25493016,2025-03-24,"+65,639"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25464575,2025-03-25,"-62,992"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25474168,2025-03-26,"-64,014"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25453616,2025-03-27,"+25,111"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25452584,2025-03-28,"-75,456"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25459736,2025-03-29,"+5,083"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25432539,2025-03-30,"-10,147"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25437463,2025-03-31,"+92,466"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25443190,2025-04-01,"+69,211"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25442536,2025-04-02,"-162,821"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25435558,2025-04-03,"-39,410"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25445608,2025-04-04,"+14,368"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25431762,2025-04-05,"+144,428"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25414016,2025-04-06,"+111,739"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25384783,2025-04-07,"+60,038"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25368284,2025-04-08,"+12,174"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25387772,2025-04-09,"-99,145"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25389445,2025-04-10,"-118,826"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25426214,2025-04-11,"-69,844"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25464823,2025-04-12,"+22,445"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25478160,2025-04-13,"-11,643"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25475909,2025-04-14,"-48,491"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25515205,2025-04-15,"-53,555"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25499340,2025-04-16,"-37,903"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25495258,2025-04-17,"+43,828"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25462386,2025-04-18,"+38,344"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25434652,2025-04-19,"-31,962"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25457072,2025-04-20,"+21,478"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25479074,2025-04-21,"+20,610"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25469590,2025-04-22,"-27,206"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25438761,2025-04-23,"-83,940"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,25423399,2025-04-24,+192
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23316238,2024-10-27,"+66,164"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23289611,2024-10-28,"-23,451"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23287550,2024-10-29,"+53,803"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23291429,2024-10-30,"+168,345"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23309287,2024-10-31,"-42,170"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23302566,2024-11-01,"-45,138"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23319582,2024-11-02,"-65,669"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23317029,2024-11-03,"+35,034"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23277202,2024-11-04,"-18,688"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23259010,2024-11-05,"-3,443"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23239823,2024-11-06,"-52,915"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23245429,2024-11-07,"+32,616"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23252193,2024-11-08,"-97,000"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23283997,2024-11-09,"-47,657"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23291592,2024-11-10,"-14,057"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23271111,2024-11-11,"-30,487"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23288174,2024-11-12,"+6,081"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23284690,2024-11-13,"-101,284"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23275568,2024-11-14,"-36,649"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23240561,2024-11-15,"+42,091"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23232699,2024-11-16,"+18,133"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23214869,2024-11-17,"-16,871"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23235938,2024-11-18,"+56,106"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23266653,2024-11-19,"+48,124"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23263733,2024-11-20,"+44,897"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23272905,2024-11-21,"-144,986"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23260787,2024-11-22,"+57,344"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23251915,2024-11-23,"-78,940"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23266965,2024-11-24,"-49,456"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23245630,2024-11-25,"-26,317"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23243620,2024-11-26,"-70,302"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23271873,2024-11-27,"-123,724"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23306461,2024-11-28,"-170,470"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23291636,2024-11-29,"-33,621"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23312138,2024-11-30,"-57,522"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23326445,2024-12-01,"+104,779"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23320021,2024-12-02,"-33,005"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23340256,2024-12-03,"+52,730"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23298994,2024-12-04,"-9,815"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23332642,2024-12-05,"-73,180"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23334825,2024-12-06,"+152,727"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23357921,2024-12-07,"+45,286"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23350306,2024-12-08,"-171,026"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23354695,2024-12-09,"-12,311"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23391298,2024-12-10,"+54,856"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23410313,2024-12-11,"+75,416"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23424021,2024-12-12,"+44,001"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23443329,2024-12-13,"-116,598"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23453030,2024-12-14,"-55,531"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23473698,2024-12-15,"+11,819"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23486919,2024-12-16,"-30,885"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23459445,2024-12-17,+654
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23468503,2024-12-18,"-23,489"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23435214,2024-12-19,"+41,984"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23431858,2024-12-20,"+207,665"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23418845,2024-12-21,"-12,456"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23378317,2024-12-22,"-96,435"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23349291,2024-12-23,"-10,441"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23356735,2024-12-24,"+44,022"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23323241,2024-12-25,"+75,261"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23327689,2024-12-26,"-21,656"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23315346,2024-12-27,"-25,792"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23308587,2024-12-28,"-66,925"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23335256,2024-12-29,"-51,267"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23317840,2024-12-30,"+71,425"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23312651,2024-12-31,"-60,935"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23342870,2025-01-01,"+62,701"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23361503,2025-01-02,"-126,521"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23404620,2025-01-03,"-28,799"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23401433,2025-01-04,"+114,100"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23386948,2025-01-05,"+45,346"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23374990,2025-01-06,"+43,125"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23352937,2025-01-07,"+49,389"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23354596,2025-01-08,"+32,735"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23387195,2025-01-09,"+23,695"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23403949,2025-01-10,"-77,367"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23459854,2025-01-11,"-23,710"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23478804,2025-01-12,"+34,529"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23484731,2025-01-13,"+50,968"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23479549,2025-01-14,"-134,745"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23441426,2025-01-15,"+52,005"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23431748,2025-01-16,"-86,372"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23438872,2025-01-17,"+13,256"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23417376,2025-01-18,"-20,768"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23433812,2025-01-19,"-94,463"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23436766,2025-01-20,"-43,614"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23445516,2025-01-21,"+15,048"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23509163,2025-01-22,"+82,245"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23536494,2025-01-23,"+49,486"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23540650,2025-01-24,"+83,696"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23553339,2025-01-25,"-45,126"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23507846,2025-01-26,"+73,861"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23491913,2025-01-27,"+3,702"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23503311,2025-01-28,"-69,792"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23548977,2025-01-29,"-74,116"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23527413,2025-01-30,"-117,062"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23520936,2025-01-31,"-131,386"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23476844,2025-02-01,"-41,688"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23479845,2025-02-02,-764
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23521556,2025-02-03,"-99,977"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23495589,2025-02-04,"-12,828"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23477860,2025-02-05,"-68,648"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23492705,2025-02-06,"+119,585"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23528274,2025-02-07,"-44,261"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23567849,2025-02-08,"-82,070"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23576691,2025-02-09,"-8,892"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23576858,2025-02-10,"-45,875"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23556054,2025-02-11,"-49,019"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23539160,2025-02-12,"+99,157"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23526662,2025-02-13,"+105,907"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23498537,2025-02-14,"+82,445"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23476035,2025-02-15,"+39,666"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23495350,2025-02-16,"+51,588"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23489577,2025-02-17,"-67,684"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23474363,2025-02-18,"-60,037"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23503859,2025-02-19,"+25,111"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23519132,2025-02-20,"+109,814"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23522106,2025-02-21,"-62,945"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23482309,2025-02-22,"+8,524"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23442783,2025-02-23,"+60,279"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23418256,2025-02-24,"+76,950"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23399399,2025-02-25,"-117,610"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23425911,2025-02-26,"+29,828"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23433440,2025-02-27,"-70,720"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23434996,2025-02-28,"+85,637"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23387588,2025-03-01,"-46,927"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23422029,2025-03-02,"-66,935"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23438232,2025-03-03,"+81,858"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23426387,2025-03-04,"-41,509"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23432518,2025-03-05,"+133,132"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23440605,2025-03-06,"+13,250"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23410895,2025-03-07,"+59,583"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23405922,2025-03-08,"+21,227"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23407214,2025-03-09,"+143,863"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23433173,2025-03-10,"+169,921"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23438121,2025-03-11,"-13,851"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23429893,2025-03-12,"-102,643"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23421290,2025-03-13,"-45,974"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23396265,2025-03-14,"-98,011"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23382950,2025-03-15,"-61,803"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,23356119,2025-03-16,"-67,521"
